"ResponseId","Q8_1","Q8_2","Q8_3","Q8_4","Q8_5","Q8_6","Q8_7","Q8_8","Q8_9","Q8_10","Q8_11","Q8_12","Q8_13","Q8_14","Q8_15","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_6","Q9_7","Q9_8","Q9_9","Q9_10","Q9_11","Q9_12","Q9_13","Q9_14","Q9_15","Q10","Q11","Q12","Q13","Q14","Q15_1","Q16","Q17","Q18","writing"
"R_bjgXIQn6B9laUSh",1,1,1,2,2,2,2,1,1,2,1,5,1,1,2,2,1,3,6,6,1,3,1,2,3,1,3,1,1,1,"Woman",22,"Mixed","2","Agnostic",5,"Business Administration",6,9,"I believe that the United States should have stayed out of it. The amount of people killed in Syria due to that tragedy did not even come close to the amount of people killed by the drug cartels in Mexico over the last year. Culturally speaking, having already infiltrated Iraq and Afghanistan, I feel that the Syrian people would only see us as conquerors and invaders. The world already views America in this light and so currently think it would be best for us to tread lightly. When looking at the history of the United States, I find that we often intervened in other countries going through similar situations. It didn't always end well when we did that.  "
"R_6EHREqQTD44uRut",4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,1,6,4,1,5,3,4,6,4,2,4,4,3,"Man",18,NA,"16","Christian",3,"Logistics and Supply Chain Management",2,8,"This is a tricky social issue. I can see both sides view and how they feel about abortion. Most cases are very because circumstances are different for everyone. I'm a man so I typically don't worry or think about abortion often. Obviously, it is sad for everyone involved and a lot of thought should be put into an action as important as this. On one hand, you have the idea that it is up to mother because it is her body and logically should be her choice. But what would a father think if he wanted his unborn child to be alive? On the other hand we have to think that a life form, no matter how early it has been conceived is still alive. Some people might think that because a fetus isn't fully developed that it doesn't matter because they see it as a cell that's not a developed human being. If abortion is a major issue I think the use of birth control might be effective in eliminating unplanned pregnancies. But what about rape? That's a tricky topic and I still don't know how I feel about it. It seems to me that in 2014, abortion is not a hot button topic like it used to be. I never here anything about it in the news. Personally, I think it would be useless to try and outlaw abortion because people would continue to do it in private and no one would ever know about it. The key seems to be education, if we can teach young people about sex and it's consequences, that might defer some but not all unplanned pregnancies. , , "
"R_ah2gfQhrsFespCZ",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,4,4,3,5,5,5,3,5,4,6,"Man",21,"Other","3","catholic ",1,"art ",4,7,"It has been a conflict for years. In fact now that I think about it since I have been alive I have not seen a world without war. Though I see that there are a lot of issues making this a sticky situation for the u.s.    "
"R_0VAqsF0aB0TEAhn",5,4,5,4,4,5,2,4,4,3,2,5,5,4,4,2,5,5,4,4,3,4,4,5,4,5,4,4,4,5,"Man",19,"White","1","Catholic",3,"Undecided",5,5,""
"R_9QR13tiYV3LhTtb",5,3,4,3,3,6,3,4,5,1,5,3,4,2,1,4,3,1,6,3,1,6,4,3,3,4,6,4,3,1,"Woman",19,"White","1","Christain",6,"undecided",1,1,"The use of chemical weapons by Syria's government was absolutely preposterous and an abomination to all of mankind. They use of such weapons violates ethical codes for war that have been set in place since world war I. I believe that there should be a great consequence for such a horrible crime.  However, I agree with Jimmy Carter when he said that United States should wait until further evidence could be gathered before taking action against the Syrian government. If the United States were to act out against Syria's government for this war crime and then find out that the Syrian government was not responsible for the attack, there could be serious repercussions. The best course of action for the United States to act would be to make a plan to bring the Syrian government meant to justice, but wait to implement the plan until it can be confirmed without doubt that the government of Syria was responsible for the attack on their own civilians. "
"R_5hGHn1rRCygCGBn",6,6,5,5,5,5,4,4,5,5,5,5,4,3,5,5,6,5,5,4,5,3,5,4,5,5,5,5,5,5,"Woman",18,NA,"0","Christian",3,"psychology",1,1,"Abortion is murder and cruel. Though there are some exceptions for abortion, most of the reasons for it are selfish and unreasonable. Exceptions include: a victim of rape, a child who was not aware of the risks that cannot physically hold a baby, and a person who is at risk of dying while being pregnant. However, most women use abortion, because they are not ready to take on such a time consuming task. Whether it be they are in school or too young, they have no excuse to choose abortion considering they knew the risks of getting pregnant while sexually active. This is not an acceptable form of choice for ""getting rid of a child"". This is a human being we are talking about; not some unimportant lifeless thing. 

Many people consider abortion a way out of their mistakes. They like to take the easy way out out of selfishness, because they are either fearful of what people will think of them, or the father is out of the picture. Either way, a normal, healthy teenager who becomes pregnant needs to face her fears and take on the challenge of having a child. They do not have to raise the child if they feel like it is best for the child, but killing it is just a way for them to get what they want. Wanting something and doing what is morally right are two different things, and a woman, knowing the risks of sexual activity, should own up to the consequences and take a stand. 

There are many creepy people in the world nowadays though that take advantage of young girls, teenagers, or even grown women. Circumstances like this call for abortion if the woman becomes pregnant as a victim of rape. This was something they were not giving consent to, therefore they had no control over whether they would become pregnant or not. Also, if a young child, old enough to be sexually active, becomes pregnant, they should be able to have an abortion if their body cannot physically support a baby. Certain situations place women in awkward positions, but if they did not have a say in what their bodies went through, they should have the choice of what they further allow their bodies to deal with. , , "
"R_aid0CWpQQvpFOBf",5,5,6,6,5,6,3,2,2,2,3,5,1,4,2,5,5,6,5,3,3,2,2,2,1,4,3,5,4,4,"Woman",28,"Other","4","Christian",5,"Graphic Design and illustration",2,2,"Honestly I don't know many information about Syria's situation, but it is definitely not right things to use chemical weapons to kill all of innocent people include children and others. I don't agree that U.S to support or control these kind of war, because every war created, victims are always common people. "
"R_cCIxA3uu1ggRCVT",2,3,3,2,2,4,4,3,3,2,2,3,2,1,4,3,2,2,4,5,1,5,3,3,5,4,4,2,4,3,"Man",19,"White","1","Baptist",2,"Construction Management",8,8,"Syria's actions of chemical weapons are without a doubt terrible. Syria's people deserves rights and protection against things like this but as cruel as it sounds, I don't believe it's U.S.'s place to do this. If one considers the consequences and effects to american economy and its' people, it doesn't appear to be in our favor. I believe someone should help their people, but geeze why should it be at American's cost every time. There are times and ways to become involved into a situation like this, but i don't believe the government will go about this in the proper way as they will try to more than anything, build American stature. "
"R_3gBXTqNUYbWRDNz",4,5,5,5,4,5,5,3,5,4,3,5,4,5,5,5,5,3,4,5,4,4,3,3,4,4,6,5,6,3,"Woman",18,"Hispanic","1","Roman Catholic",4,"Elementary Education",3,5,"I think that Syria's use of chemical weapons could be dangerous to the rest of the world.  I think American forces should befriend the ticking bomb of a country, Syria, in hopes of becoming strong allies and not be in the path of nuclear forces that could destroy the United States.  America's best bet is to also realistically become stronger allies with other countries around the world to ensure a strong help of forces in the event that Syria goes off the deep end and decides to attack with the intent of destruction and release any built up anger on whatever it comes across."
"R_7R3ccQHREMrHuVn",6,6,6,6,6,6,1,4,3,5,2,6,4,4,5,6,6,5,5,6,4,1,5,4,5,1,5,2,1,1,"Woman",18,"Other","1","Methodist",5,"Middle School Education",4,10,"I think that the use of chemical weapons by anyone is a threat to people everywhere. If this kind of chemical warfare is allowed in Syria, it can pave the way for other groups to use them as well. Weapons this harsh and powerful are dangerous to people all over the world and I think that other countries shouldn't hesitate to get involved for the sake of innocent people's safety. Humans do enough damage to each other with guns and tanks, we don't need any extra help in destroying the earth."
"R_9tQ8OpIBGNhCmxv",3,4,5,4,6,6,3,2,2,4,1,5,1,1,1,4,2,2,5,5,3,4,4,3,4,3,5,1,1,2,"Man",20,"White","2","Non-religious",7,"Criminology",4,9,"I remember having heard about this. I remember thinking this might become the next war that the United States might be involved in ( or conflict.) The United States had been placed on an elevated level as leader of the free world as well as world police. When things become heated between two or more nations the United States used to be the one to respond in order to settle differences. This started a little after WWII and through the could war. More and more the United Nations has become the world police force and dealt with countries' problems. This case in Syria seems no different. What seemed different at least to our eyes was that we were in the process of leaving Afghanistan when this arose. We, as a country, were also wondering what was going on with North Korea as well and wondered what it meant for the United States. The conflict in Syria rages on. The U.S. to my knowledge had not yet sent in any ground forces but has given monetary aid and possibly war supplies/materials. Even though someone in the region crossed the ""red line"" as it was put by using chemical weapons.  "
"R_eahO8PBHKaYGoUB",5,4,5,4,6,6,2,5,4,5,2,5,5,2,2,4,4,3,4,4,3,4,4,4,5,5,5,3,4,2,"Woman",18,NA,"2","Christian",6,"Marketing ",3,5,"I believe that abortion should be a choice. One can't force anyone to have a child that they don't want. It is her body and she should have the choice to do with it as she pleases. However, if the man wants the child I believe she should be forced to have it. He helped make the child so he should also get a say in whether or not she has it, but he should not get final say if she is extremely opposed to having it. I believe this because I dislike the way the Catholic church views abortion as a sin, I wouldn't go so far as to say that. Its a choice, it should be treated like one. 
I also believe that people should not have them unless they really need to. If it will endanger the woman for having it, then she should not have it. If she was raped, then I believe she shouldn't have to have the rape baby. However, I know that most do choose to have the child anyway.  I believe that if you have unprotected sex you should be able to assume the responsibility to have the child that you created. You should be able to take responsibility for what you created. If you think you are responsible enough to have sex, you should be responsible enough to take care of what you created. It makes sense that way. , , "
"R_b7we66kL9Qhg8T3",4,4,5,5,5,5,5,4,4,5,4,6,5,5,4,5,2,5,6,5,3,5,2,4,5,4,5,4,5,5,"Woman",18,NA,"18","Catholic",4,"Accounting",2,2,"I was raised in the Catholic Church and had 12 years of private education. With that being said, yes, I am pro-life. I think abortion is murder and as everyone knows, murder is illegal. No matter how early on in the pregnancy that fetus is still human. There are no if's, and's, or but's about it. It is plain wrong to kill a defenseless life. At the same time, I understand why abortion is as widespread as it is. I understand that at the age of 16 a young girl doesn't want a baby, can't take care of a baby, that a baby will give her a bad reputation, and so on. The thing I don't understand is how you can find it in yourself to murder a baby. After hearing from many speakers about abortion, many of whom had an abortion or survived an abortion, the emotional toll on that women is unbearable. I have participated in the Pro-Life March in Washington, D.C. two times. I can honestly say that seeing all of the people supporting the Pro-Life movement is breathtaking. There are so many people who see the wrong in abortion, but for some reason our leaders do not. To end, my favorite quote about abortion is from Ronald Reagan. He says, ""I've noticed that everyone who is for abortion has already been born."", , "
"R_1yJ3Wt6DHUUSCzj",5,4,5,4,5,5,4,5,5,2,4,5,5,4,4,5,4,5,5,5,5,4,6,6,5,6,4,5,5,4,"Man",18,"White","1","southern baptist",5,"nursing",1,1,"In my opinion, I think harming children, teens, women, and innocent people in general. No matte what kind of ""method"" is used to harm the victims, it is unhuman to even want to do things like that. Using toxic chemicals and other ways of torture are the most cruel ways to hurt someone. I can't stand how some things are ""acceptable"" in some countries. The United Nations should have total authority over any government. There's no reason that the world should sit back and watch and not take control, especially when the world is more powerful than a single country!"
"R_55Ue4TU0yaKkfPv",5,3,5,6,6,6,6,5,4,4,4,6,4,4,2,6,6,4,6,6,5,5,6,1,6,2,5,5,5,4,"Woman",24,"White","3","Agnostic",7,"Health Services",4,7,"First and foremost, I admire the United States for making an effort to protect Syria and its inhabitants. Often I feel our nation is a little over involved with international affairs, but this is a subject that I support the troops participating in. I feel former President Bush did not take an active stance against Syrian diplomats but instead took a ride in the passenger's seat as he directed many, many troops to Iraq and Iran during the current war. I respect our stance presently, helping those in Syria who have been attacked and resisting Syrian government officials and military for the sake of the people. I will say that many Syrians protested, and in the wrong way, acting very violent and deviant in nature. It is hard to see the perspective of Syrians who are so angered by superiors of their country, that they flock together to create more violence. Ultimately, there should never be a chemical weapon problem between the government and their own people. I believe our reaction was correct and that a government should not be allowed power if they must threaten and even kill those innocent. The United States has done a great job at helping to keep Syria safe and to take down a government that cannot respect its country."
"R_bavEjod2TWQ6H8p",6,5,5,6,5,6,3,5,6,3,1,3,5,4,2,6,5,5,4,5,1,2,4,1,2,2,1,5,5,1,"Man",18,NA,"8","Somewhat christian",7,"English Education",2,1,", In my personal opinion, same-sex marriage is a topic that really shouldn't need debate in the United States; equality for all is in the constitution that our country is founded upon. Being a member of the LGBTQ community myself, I have lived the struggle first hand. Why do so many people oppose allowing same-sex couples happiness? Something about going against the norm just doesn't sit well with the older generations, but I believe that the most current generation is much more accepting. I just think that everyone deserves to be happy, and there shouldn't be laws that oppose happiness. In my opinion, if everyone did not make such a huge deal about this ""issue"", then it would've just slipped on through unnoticed and everyone would be much happier. However, there are many religions and political views that directly oppose same-sex couples and marriage, and religion and politics are basically what the world runs on. I am well aware that the Bible (in certain versions) goes against homosexuality ""If a man practices homosexuality, having sex with another man as with a woman, both men have committed a detestable act. They must both be put to death, for they are guilty of a capital offense."" - Leviticus 20:13 I also know, however that the bible also states that adults who get a divorce have committed adultery and deserve to be stoned to death, people seem to pay less attention to that verse, don't they? My brother has his masters in religious studies, and after many a talk with him, I have come to understand that it is supposed to be interpreted and adapted to suit modern day life. Times are changing, and from the advances many people are making, it is moving towards acceptance for all, something I very much hope to see in my lifetime., "
"R_1RnBAP4IHlBhust",5,5,5,5,5,5,2,4,4,3,1,3,5,2,4,4,4,4,5,4,4,3,4,2,5,4,4,2,2,3,"Man",18,NA,"taking 14 this semester","non denominational",5,"Music Education",1,1,", Same sex marriage has never been an issue in my eyes. I'm a straight 18 year old male (I know this was not asked for but I feel it is important to know). Marriage is ultimately about love. My parents have always told me I should marry someone who I?m attracted to, but who is also my best friend. I feel that?s all same sex marriage is. It is parallel to any other marriage. Gay people have never been rude to me in any way for being straight. They have never come up to me and made fun of me for any reason actually. In general they are quite fun and pleasant and polite. Anyone who has serious issues with same sex marriage has some sort of self-confidence issues of their own, I think. There is a lot of argument that supposedly says the bible states gay marriage isn?t right. Well when the last time was the bible was edited, eh? I strongly believe that the rules of the game may be changed if Jesus and the twelve disciples came back here and saw that gay people really weren?t bad people at all. God will not hate anybody who is gay because being gay isn?t harming another creation of his. It just is simply what it is. And I believe people who are gay are born that way. They really cannot help it and it is not their fault. It?s not anyone?s fault. , "
"R_9FgvC1SBPqw34d7",3,4,5,4,5,4,1,2,2,5,1,5,4,1,4,5,1,1,5,4,5,2,6,3,5,5,5,2,1,6,"Man",17,"White","1","Christian",4,"Audiology",3,9,"Jimmy Carter's call to wait for the U.N. to complete their investigation before substantial military action by the United States is wise, because it removes the precedent of one nation choosing the best course of action in response to a human rights violation. This patience on behalf of the United States would give the United Nations increased authority and respect, which I believe would be beneficial, as a conglomerate of nations is more suited to determine international policy than a single nation is. If the purpose of government is to support and protect the people under that government, and if the United Nations is a collection of nations upholding the interests of the people of all of the constituent nations, then the United Nations is more suited to act in the interest of more people than any one of it's member nations, including the United States of America. While I believe that the United States should pursue military or economic action against Syria in the form of sanctions or direct military intervention, only doing to with the go-ahead from the United Nations would best confirm the U.N.'s authority."
"R_enYG1prkxwY9Wnj",5,4,5,5,5,5,5,4,5,2,2,4,3,2,6,6,4,2,3,3,2,5,2,6,4,4,6,6,4,6,"Man",19,NA,"32","Christian",1,"Finance",7,7,", In my opinion, I do not believe that homosexuality is natural. I feel uncomfortable in the presence of same-sex couples, but we all have our own sins. I also do not think that people should be judged based off of who they decide to marry. It may be more something that is looked down upon because it is so easy to see on the outside, but it is just one of many sins that people struggle with. Just because someone may love another from the same sex, it does not mean they are an awful person. I think I feel uncomfortable about the idea because of the backlash from my community. Same-sex marriage is really looked down upon in my circle, but I still do not think a person should be judged based off of one sin. Another contributing factor for my attitudes on same-sex marriage would come from the state I am from. Down in the south, homosexuality is frowned upon while I think it is more acceptable the further north and west you go. When I think back to middle school, there was a boy that everyone accused of being homosexual because of the way he dressed and talk. The more I relive that, the more disgusting of an act I see it as. He was bullied to the extreme and he eventually had to change schools. He handled it well and is now going to college back home and has a good paying job. An experience like that could have really messed a kid up for a lifetime. I am unsure if homosexuality will ever be tolerated fully, but I do think it is growing which is sad to me. I personally think it is a ploy for attention and it is not something you are born with, but at the same time who am I to say that?, "
"R_1Ff66xQKIPOr1KR",6,6,5,5,5,5,5,6,5,5,3,5,3,4,6,5,4,4,6,5,2,4,6,4,5,3,4,3,4,4,"Man",19,"Mixed","21","Baptist ",2,"accounting",2,2,", I believe that same sex marriage is wrong. I have been raised Christian my whole life and have only ever been taught that. I think that it is horrible that people would treat anyone different for any reason including same sex marriage, but that does not mean that I think it is right. I believe marriage is suppose to be between a man and a women only. It may be a stretch but if you allow people to start changing the meaning of marriage it could result in horrible consequences. These consequences could lead to people wanting to get married to animals or people getting married to multiple people because they like different type of people. The stance on what marriage is has to be firm and can not be varying or else people will try to take advantage of the situation to fit whatever they want it to fit. Which political candidates do to this day. I find it absolutely awful that people are willing to try to gain off of what other people will think they will get if they elect them. Whichever the popular stance is on the issue is where most of the candidates try to align themselves with. I can not see how someone would be willing to just be popular to try to get a vote instead of what they truly believe in., "
"R_ctZ4ka3UzFm2WP3",5,5,5,4,4,5,4,4,4,3,3,5,4,3,1,4,4,4,6,4,4,3,5,4,4,4,3,3,4,2,"Woman",20,"White","2","Agnostic",7,"Psychology",1,1,"I genuinely disapprove of the use of chemical weapons in Syria. I agree that there should be something done about it since it is indeed wrong, however I do not want our country to be put in jeopardy. I feel as though if we were to attack at all, it would be better to attack only when and if we knew it would have the greatest impact on preventing further chemical warfare in Syria. On the other hand, if we attack or intervene in a way and it isn't as effective as we had planned, we could be in the line of sight for a chemical attack. As much as I would want to help Syria with this problem, the safety of my own country is a higher priority in my eyes. "
"R_0jIjLIG0pai02gJ",5,5,5,5,5,5,3,4,4,2,2,5,3,2,3,5,4,3,4,3,2,5,3,3,5,4,4,3,3,4,"Woman",18,"White","1","Christian",4,"",1,1,"I think that the use of chemical weapons in Syria is awful and it saddens me to hear of all the innocent lives that have been taken due to these weapons. I think it is noble of the United States to want to protect the surrounding nations from Syria and their desire to protect the innocent Syrians.  I agree that it is important to uphold the values set by the U.N. regarding when it is appropriate to step into these type of situations.  I do think the United States should get involved to show Syria, that the behavior of using chemical weapons for warfare will not be tolerated.  The United States, however, should take into consideration the opinion of the United Nations and whether or not they agree we should get involved. "
"R_eLQKAgX8oHIhBVb",6,5,5,3,3,5,3,3,3,3,4,4,4,4,4,5,2,2,3,3,1,2,1,2,4,2,1,6,2,1,"Woman",18,NA,"0","presbyterian",3,"psychology",3,7,", , I feel very indifferent when it comes to environmentalism and the issues that mainly follow it. It seems like too much work to not get direct results to me. For example I do not concern myself with politics for the same reason, I am one person I am not going to get any direct results with one argument over government relations or whether or not I should recycle that bottle. However if, for instance, a recycling bin is given to me in an easy form like the recycling bins in our dorm rooms that I just have to fill up then empty in the trash room, I will take part but other than that I do not go out of my way to be concerned with these issues. Also is the fact that environmentally safe items always seem to cost more money and I like all other college student have an education to pay for. This is also because I feel that those who do concern themselves are working very hard to get nowhere so pretty much what?s the point. They work so hard to have a better world and spend so much of their lives just pushing slightly back on huge oil companies and other things that won?t budge. But in all honesty unless we get the majority of people in the whole world to back up the environmental issues movement we support we will get nowhere there will always be pollution there will always be hopes who do not care about that pollution."
"R_cOMvO8KBkob1tzv",4,4,5,4,4,5,1,4,1,3,2,5,3,2,1,5,3,6,4,3,4,5,4,2,4,1,5,2,2,3,"Man",27,"White","4","Agnostic",7,"Accounting",2,4,"Syria has used chemical weapons. Worse, they have used chemical weapons on their own citizenry. What this says to me is that the Syrian government feels like it has, at best, a tenuous grip on power, and they feel the need to exercise what power they do have to reestablish themselves. The US response is wholly unsurprising given international treaties, and our own interventional tendency after World War II. The news article itself is a bit more interesting, as it is largely egocentric in regards to the US with its only token reaction from a non-US entity being the Pope, but I suppose that is to be expected as the majority of American readers would not recognize, nor care about the opinion of, most foreign officials."
"R_7ZFG6xi2tKPuuRD",5,5,6,5,3,6,2,3,4,2,1,4,6,5,3,6,6,5,5,5,2,5,4,4,5,3,5,2,1,5,"Man",18,"White","1","Catholic",6,"Athletic Training",2,2,"I believe that Syria's use of chemical weapons is an atrocity.  There are some things that were agreed upon internationally as too heinous to use even in the event of a war.  Chemical warfare has been something that was agreed upon to never be used and I feel that the United States acted appropriately given that Syria not only used it as a method of war, but they used it on innocent civilians.  I believe the United States did well in consulting with the United Nations about how to deal with the actions of Syria.  "
"R_6kQW0q3Fhpe8sqV",5,3,5,6,6,6,5,5,4,3,3,3,2,2,3,5,1,5,6,4,4,5,5,3,6,3,5,2,4,2,"Woman",19,"White","1","Christian",5,"Nursing",2,2,"I agree with Obama's reaction to Syria's use of chemical weapons. I think that the US should have done more about it because so many innocent people were killed, and killed by a weapon that is so dangerous and that many people agree should not be used. Even during war, chemical weapons should not be used because they are so dangerous and can cause much more harm than they were meant to. I also agree with Obama that when no action was taken, that it sends the message to others that our international norms don't matter to us. More action should have been taken to solve this solution and to protect the US and our government and security."
"R_aWQGvrKhSdbf8Pz",2,3,3,2,5,4,5,3,2,2,2,3,3,3,3,2,4,5,6,4,3,4,5,5,5,5,5,3,3,3,"Woman",19,"White","1","Catholic",5,"Human Resources",5,7,"Syria's use of chemical weapons is cruel and unjust physically, politically, morally, and religiously. Taking the lives of the residents of your own country is baffling to me. Syria's desire for ultimate control over its people is one hundred percent wrong. My reaction towards the United States efforts in helping Syria are double sided, I can see why we should and shouldn't help. Innocent civilians in Syria and surrounding areas are unfairly losing their lives which is not okay because these people are defenseless. Although the US is a country who generally steps into other countries conflicts in order to help them, I don't believe it is our place to interfere. This is a problem within an entirely different country and government and I don't see why our US soldiers must fight and lose their lives for the corrupt behavior of another country. "
"R_4Hi6d7H6cXC3L2B",5,6,5,6,5,4,5,4,4,4,3,4,4,3,5,5,6,5,4,4,2,5,5,4,6,3,4,3,3,6,"Woman",18,NA,"0","Catholic",3,"Undecided",5,6,", , Although I feel that environmentalism is important and something people should work to improve, I cannot personally say that I am the best example. I know that for our environment and for future generations, we need to take care of the planet that we have and we should recylcle and leave the smallest effects possible. However, I know I am guilty of not making the best decisions when it comes to environmentalism and it is something that I need to work on. If we do not work to improve it, the condition of our planet will only get worse and in the future, the air quality, availability of resources, as well as the overall quality of life will decrease and we should not let that happen. If need be, I feel that the government should be able to regulate issues dealing with environmentalism because it is important and people may not realize it or may just not be concerned. In this day and age, people are so wasteful without even thinking of the effect they could be having in the world. We carelessly throw things away, burn things that are bad for the environment, use huge factories that emit harmful chemicals into the air, and so much more. Some people may not be aware of what they can do about it but really every little bit helps. Just by simply recylcing in your house, you can have a bigger impact than you realize. I think this is a very important issue that sometimes gets overlooked by people, even though it something we cannot ignore forever. "
"R_bQKC2rIRI1aPMpf",5,5,5,5,3,5,3,4,4,4,4,5,4,3,5,5,5,4,5,4,3,4,4,2,4,2,3,2,2,4,"Woman",18,NA,"0","Christian",5,"Accounting",2,2,", I believe that same-sex marriage should be allowed for several reasons. Although I am a Christian and there are many religious views against this issue, I believe that we as a society have no right to take someone's freewill away and tell them that they cannot marry the person of their choice based on each person's gender. Everyone should be entitled to make their own choices and I fail to see how allowing same-sex marriage would affect anyone directly and in a negative way. It is not our place to judge someone because of the choices they have made either in their sexuality, the person they choose to marry, or any other aspect of their lives. In the Bible, God allows mankind to have freewill so that they will choose to follow him because they want to. In addition, the most important commandment is about loving God and loving each other. The Bible also states that God is the only judge so we cannot condone another person's actions, whether we believe they are sins or not, because all of us are sinners. With all this in mind, I fail to see how religious viewpoints have any foundation in condemning same-sex marriage. I believe that same-sex marriage should be allowed because everyone is entitled to freewill and equality. No person should judge another simply because they do not hold the same views as that person., "
"R_0umx4CSQ8MYURKZ",2,4,5,4,4,4,2,2,2,2,2,5,5,5,3,5,3,1,1,4,3,4,4,5,6,1,5,3,5,3,"Man",19,"White","1","Christian",7,"History Education",6,9,"I am supportive of the United States reaction to Syria's use of chemical weapons. These acts qualify as crimes against humanity and deserve an adequate response. It seems that Syria has neglected any attempt to establish a diplomatic solution to the problem therefore military action should be strongly considered. I also agree though that these ""military actions"" be proactive in completing the mission of securing the region. The United States does have many interests in the region and it is important that stability is reached. But more important than the economic and military interests that the United States has is the irrational and inhumane use of chemical weapons on civilians. It is already an unconventional method warfare but to use it on civilians is a completely different level. These actions require outside interventions, to stop further use of these weapons and to punish those responsible."
"R_0B7xCrMBg8LAlrn",6,6,6,5,5,6,5,5,5,6,4,5,6,6,6,6,4,6,6,6,3,5,3,3,6,3,3,4,3,6,"Woman",19,NA,"15","christian",4,"accounting",1,1,", , I think that it is important to be conscious of how we, as humans, effect the environment. Recycling is not a new concept. In the past it was necessary to survival. People would use things until they were useless. They would reuse things for different purposes. They used all of what they had. It hasn't been until a recent time that this attitude has changed. Along with an attitude of wastefulness has come environmental damage. Clean energy is, again, a new concept. It hasn't been until recent years that the types of energy we use has been so harmful. 200 years ago the only energy used was clean. If our attitudes could just somewhat return to an old way of thinking we might not have the issues we have now. I believe that governmental regulations are necessary to make this change. People won't change unless they are forced to on issues, like this, that dint necessarily affect the individual, but society as a whole. There should be stricter regulations on car emissions, gas mileage that cars must get, and the materials they are made of. Recycling should be regulated and mandated in every city. The government should invest in research on clean energy. I think one of the biggest things is that people are misinformed about environmental issued and the simple ways that they can do a part in reversing the effects of humans on the environment. I believe that it is up to the government to also inform people on these issues. A class should be required for all high school students to take on the environment and the simple things they can do to help. If everyone does a small thing to help with the issue it would have a big impact on the environment."
"R_5zG2BMbst6ynlch",6,6,6,6,6,6,2,6,6,6,2,6,4,4,4,5,4,6,5,6,4,5,3,3,5,6,6,3,3,5,"Woman",18,"White","1","christian",3,"nursing",3,4,"I believe that president Obama was right in saying the we do not support the use of chemical weapons. Chemical weapons are a horribly dirty weapon to use. The use of them on women and children is especially heartbreaking and I believe something will need to be done. I do agree however with former president Carter, that nothing should be done until we get the full UN report because we would not want to make a mistake if the initial media was wrong. Using chemical weapons crosses a line. No one can protect themselves from them and most times don't see it coming. Chemical weapons cause so much death and even if used in a war zone can affect civilians as well. With that being said, something needs to be done about Syria if the government is using chemical weapons against civilians."
"R_2fbivBnAsWaItYV",5,6,6,6,6,5,5,5,4,6,2,6,6,6,6,6,6,5,6,6,1,5,5,5,6,5,3,6,6,5,"Man",21,"White","3","Christian",5,"Biology Education",5,6,"I think that Syria's use of chemical weapons is a terrible decision and I don't see how anyone can justify killing anyone with chemical weapons. It makes the Syrian leaders just as bad as Hitler or any other leader  in history who have innocent people killed. I do not think the Syrian leaders should go unpunished for their crimes against humanity, so I support the president's decision. I personally think the Syrian leader deserves to be hunted down and killed."
"R_eM5pkDgP3gaGpSZ",6,6,6,6,5,6,5,6,6,6,2,4,5,2,3,6,6,2,6,6,2,4,6,2,6,6,2,1,3,4,"Man",18,"Black","1","Not sure",5,"Biology",1,1,", , I think environmentalism is a big deal in society today. Society as a whole needs to be as green as possible because we only have one world, if we destroy it we dont get another one. We need our environment to thrive because if all of the plants and animals struggle then we will end up struggling also. I believe in this because i was raised in an environmentally friendly family and I agree with how my parents raised me. The world as we know it is suffering from pollution and if the people of the world dont do anything about it soon then the world will suffer some major consequences. I absolutely hate seeing animals and the vegetation of the world suffer because humans do not care about their environment. Animals and plants are absolutely harmless and can not really do anything to defend themselves against this terrible act of pollution that us humans are doing. I think the government is trying to keeps  the United States of America environmental friendly but I honestly believe they need to enforce more rules. It is not that they are doing a bad job but I think there needs to be more strict regulations. For example I think littering fines should be a ridiculous amount of money just so it would really deter people from doing it."
"R_4HPjB7jdLLLJs7X",4,4,4,4,5,5,4,5,5,4,2,3,5,4,6,5,3,4,2,3,3,5,6,5,6,5,5,4,3,6,"Woman",18,NA,"9","Christian ",2,"Elementary Education",5,6,", I am against the idea of same sex marriage. I am a Christian and God says in the Bible it is not ok for a man to lie with another man. I take this very seriously. Its unhealthy and not something people were ""born with"". God created Adam and Eve. Not Adam and Zack, or Eve and Jill. The idea of being gay or lesbian is a choice that the person chooses to be or not to be. We have control over our emotions and even though it may not feel like it we really do. Its a matter of control. So morally I think it is very wrong and do not support it. However in the area of government I think that government should not dictate what marriage entails and that is up to the couple. So government should keep out of that and allow it because it is a right but by no means do I support it. Its really something that should not be mandated in such a strict way by a government who prides itself on freedom. Government should only be involved in legal issues and though you get married under the legal system there isn?t anything that says it has to be a man and a woman. Personally I find it odd but try to be loving to those that are. Although I don?t understand it, that doesn?t mean that they don?t desire the same things I do. To fit in, to belong, and to be loved. That?s a basic thing that people want! They are people too, just ones that have a view that I don?t support. , "
