Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1,Q24,Q25,Q26,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q10,Q11,Q12,Q13,Q14,Q15_1,Q23,Q16,Q17,Q18
941,1,10/2/14 12:14,R_08RtuZSdasIeoBv,,,,,,,2,"There are multiple things I believe about on abortion. First, I believe that if someone wants to have kid, or would like having a kid they should not have an abortion, obviously. Next, it depends on how long the girl has been pregnant. I believe there is a certain time frame to where if the baby or infant is a certain amount of years old then they should not be able to have an abortion. Also, I believe the people involved must have to ask their parents for permission. If their parents give them permission to do it then I believe they should be able to do without any questions asked. If the parents disagree on whether or not they should let it happen, I believe it should come down to the childrens decisions. If the parent says no to having an abortion then they should not be able to have the abortion at all. Next, I believe that the people with the baby must be 23 or older to not get permission from their parents. I believe that is the right age to where the person will be responsible enough at that age to where they get an abortion or not. If the person is at that age then I believe they should be able to have a kid without their parents permission, and it might be up to the couple that they would like to have a baby at that age.",,,5,4,5,4,5,3,5,4,5,5,5,6,4,4,5,4,5,6,6,6,5,6,6,6,5,4,5,5,5,5,1,18,8,15,Roman Catholic,5,2,Education,5,4
1091,1,10/2/14 12:17,R_cOvkdr1wrznzmC1,,,,,,,2,"I believe that abortion is a hot topic in todays world and it should be a hot topic. In my personal preference i believe that abortion is actually a good thing because it allows for people that may not be able to afford a baby, or that do not want a baby for certain reasons to be able to not have to deal with the crisis so they may live a happy life. It is hard for some people to see that abortion is actually a good thing because they view it as killing a life tat has not had a chance to fight for themselves. My primary reason why I believe that abortion should be allowed in todays world is because it allows people to live their lives as they want to without having to bring a child that needs love and caring. Its hard to raise a child when the family cannot give proper care to the child. I feel as if the world needs to come to a better understanding of why abortion is actually a good thing and why it should not be viewed by people as killing a life. It makes no sense to bring a child into the world that does not have the proper family care that involves things such ass food, time, and money to support the child. This would just bring up the child into a horrible family that should not have the child. A child needs all of these things and a poor family cannot give this too the child. Abortion is a viable option for families that cannot provide the proper care to children or to families that do not want these children because they have more important things to take care of such as school and their social lifes. This is why abortion is a viable option for all.",,,5,5,5,5,5,5,5,4,4,3,2,3,2,5,4,4,4,4,4,3,4,4,3,4,3,2,4,3,5,4,1,18,8,3,None,3,2,Exercise Science,6,7
1147,1,10/2/14 12:48,R_6sdK7iYkCruw9Wl,,,,,,,2,,,"In regards to environmentalism, I heavily support it. I am not an all-out, go green fanatic however I recycle anything I can and I encourage the people around me to do so as well. The reasoning for this is strictly for the health of our planet. I see the Earth as something we should be taking care since we will be living here for many years on out. However, if we do not take care of the Earth by doing something as simple as recycling, it will go to waste much quicker than normal. Even if you see recycling something as small as a plastic wrapper to be pointless, every little item makes a difference not only to the environment's health but for the animal's health as well. Animals are seriously impacted by items such as the plastic bottle wraps with the handles without society even realizing it.  As far as government involvement in regards to recycling, I think there is more they can do although they do a good job as it is. The city governments do a fine job making sure there are recycling bins and services available to the public, however I think they could emphasis recycling  a little more to the public through PSA's or anything of that sort to make people more aware of it. Even though cities have clubs and fan groups that publicly show their support for recycling, I think if the government would take it a little more serious than the public would too.",3,3,6,5,6,5,3,5,6,6,6,3,6,2,5,5,2,2,5,4,1,4,6,6,6,5,6,6,4,5,2,18,8,9,Baptist,4,2,Undecided,3,10
1266,1,10/2/14 14:57,R_3JiwtG5nDKJ3Ii1,,,,,,,2,,"I do not believe in same sex marriage. I grew up in a Catholic household that did not practice same sex anything. I do not hate lesbians or gays, I just do not approve of it. If you have a feeling towards the same sex as you, it is okay to have those feelings, but it's not okay to act upon those actions. God does not hate the gays and doesn?t send them to hell, he just wants them to understand that they cant act upon those feelings. A man and women should be able to get married, not a women and a women and a man and a man. God did not create Adam and Steve, he created Adam and eve. I have lots of friends who are gay and I don't hate them for being gay, I just don't support their decision. God also made a hole for a woman's vagina for a man to use. If God did not want man and women having sex and producing babies, he would have never created that hole. If everyone turned gay for each other, we would not be able to reproduce and our world would become extinct. Yes, I know a gay couple can adopt babies and raise them but it's not the same. Our world today is more accepting of the gays and legalizing gay marriage is becoming more popular all over the world, but it still doesn?t mean its right. I also do not believe that you are born gay. I think that the society that we live in controls how we think and act. If a boy likes playing with Barbie?s and not trucks, that does not mean he is gay. But if our world and society keeps telling this poor innocent kid that he is gay because he plays with Barbie?s or wears pink clothes. Women who play in the NBA or any other sport, are they considered gay because they like to get down and dirty and play basketball? No. I liked playing sports in high school and I wasn?t considered a lesbian, so then why is that little boy who likes to play with Barbie?s gay and will grow up to be gay?  I know that not everyone shares the same feelings that I do, but that okay because we all need to have different opinions about these types of topics. I have a friend whose parents separated because the mom turned out to be a lesbian. No, I do not hate her for that and I will support her through the tough times but no, I do not agree with what she is doing. ",,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,18,8,3,Catholic,1,2,marketing and advirtising,5,5
902,1,10/2/14 18:53,R_8uAHTNWQeBSj6v3,,,,,,,2,"My stance on abortion would be pro-life.  I have a couple of reasons why I lean towards pro-life instead of pro-choice, these are my religious point of view, how my parents raised me, and the ethics behind what I believe myself.  First off my religious point of view, I am a Catholic, and in the Catholic Church the majority consensus is that pro-life is right.  It's right because killing a human being (God's people) is considered a sin and is just morally wrong.  Secondly my parents,  they taught me that the killing of someone is a bad thing and they brought me up in an ethically sound family, and that was one of the points taught to me.  Lastly my own Ethics, I believe that it is morally wrong to kill a helpless baby that didn't do anything wrong.  I also think it is ethically wrong, because it is the murder of another human being.  It is just like the holocaust in a sense that you are killing a helpless human being (not just killing, but murdering innocent civilians).  Many people would argue that you are killing someone that isn't even alive yet, but do you really think killing a precious baby is a morally and ethical right thing to do.    The other side would also argue that I have no right to force someone to keep a baby that is unwanted, but I say that the baby is a living thing, and killing a living thing should be killed in cold hearted death.  I want you to imagine something, every single person in the world that has been impactful on the structure of culture and society was alive, they weren't aborted. I say to the people that argue that you can't make up their minds for them, you never know if the baby inside their stomach is the next Abraham Lincoln, Martin Luther King Jr, or Thomas Jefferson.  You shouldn't just give up on something unwanted, you should try and find the positive out of every single thing in life.  ",,,4,4,5,4,6,4,5,3,5,5,4,4,6,6,3,5,4,5,5,6,1,5,4,5,3,4,6,6,6,4,1,18,8,20,Catholic,4,2,Accounting,9,10
3566,1,10/2/14 19:34,R_cN0DSfnEXwMQQyp,,,,,,,2,,,"I think it is important to keep a clean environment. I think people don't think about the environment, they just take it for granted. People don't recycle as much as they should because they don't think about it or there isn't recycling bins around. I am grateful for people who do care about the environment because people don't notice or know the problems. It's useful to have people who are educated and who care about the environment. Who knows what the earth would be like if there wasn't environmentalism. I don't like to think about animals possible getting extinct or injured because of what people are carelessly doing to the environment. I know from experience that I hear about sea animals are in danger because of our waste and I still don't do anything about it. People, me include need to realize what our careless waste is doing to the world. It's not only dangerous for animals but also just disgusting to think about that we are living in our trash if people don't dispose of it properly. I am not a environmentalism because there are other issues in the world that could use more focus on and also I don't think about the environment as an issue. I think people myself included should pay attention and learn about the issues so people can prevent harm to the environment. ",4,5,5,6,6,6,4,5,6,6,5,6,6,4,4,5,2,6,5,6,2,6,6,3,6,2,5,5,3,2,2,19,8,,Catholic,5,2,Special Education,2,3
1508,1,10/2/14 20:42,R_51KHD1FnShrqJAp,,,,,,,2,,,"I believe that environmentalism is a legit topic that people should be concerned about. Although, I do not believe that it is the biggest issue that our government has to deal with at the moment, but as far as if we should care about our environment, yes. Our children and grandchildren won?t be able to breathe if we keep polluting the air. Not only is it creating problems with our air, but also with the atmosphere. We need protection from the sun?s harmful rays, and we are attacking the very thing that is protecting us from this. We have simple steps that we can take to eliminate this, but Americans alone cannot make restrictions enough to solve this problem. It is an issue, but we need everyone in the world to be fixing it not just us. How are we supposed to make all the other countries in the world obey our requests without having a major war? How do we expect china to stop some of their factories and lose money without forcing them to? American government may be strong, but it isn?t our place to make other countries do things, especially when we don?t have everything fixed at home. Maybe we could regulate some of this issue at home though, but where is the funding coming from to fix everything? American tax payers can?t afford to convert everything. I think what we have right now will have to due until it becomes a more pressing issue. Right now I believe that fixing our economy should be our main focus as well as dealing with the ?wars? we already have in place",4,4,5,3,5,6,4,5,5,4,3,5,4,5,6,4,2,1,1,6,3,6,5,5,6,5,4,4,4,4,2,18,8,28 transfered credit hours,Christian,3,2,Finance,5,8
1219,1,10/3/14 10:43,R_50B8mr74EkMr2aF,,,,,,,2,"Abortion is a touchy subject. Because there is no distinct, legal definition to when the embryo is ""alive"" there is not  a point when we can say that it is dead or being killed.  We are considered dead by a coroner when our heart stops. Therefore, I consider this to be the point when we decide something is alive. Abortion then in my mind would be when we take the child in the womb that has a heartbeat is given a condition in which the heart stops beating. How is less important than what.A common argument I hear is what about rape. Well I am a victim of rape. I don't think abortion is an answer to getting pregnant from rape. There are tons of people that would love to have children and are incapable. Many of them will even pay all the medical costs to ensure the child is safe during the pregnancy. Give the child for adoption if you don't want it but don't blame the child for what a jerk did to you. Another common argument I hear is what if the child has a deformity. 30% of our children have Autism. Millions of children are born with cleft palates. Turns out we have amazing medical science now. If the child has a deformity, how about you do what parents are suppose to do. Take care of your child! They have a deformity, they are hurt you make it better. That is your job as a parent. Don't want that job? Don't become a parent. Birth control failure? Okay, that isn't your fault. See the prior rant about adoption. Don't believe in birth control or it is against your religion? Give me a break! Okay so you want to limit me on my nudity despite being pagan and my beliefs being to present myself to the Earth the way Mother Earth presented me but you can have 8 children you don't take care of, raise or teach manners to. You can't feed that many children? Stop sucking up welfare because you can't hold that aspirin between your knees. Use birth control. Stop killing kids just because you refuse to be mature about this affair. ",,,3,4,6,6,6,6,5,4,4,4,2,4,6,3,1,3,4,3,4,4,5,1,3,3,5,4,3,3,4,5,2,23,8,79,Pagan,4,3,Music Education,2,8
1340,1,10/3/14 10:52,R_5i2XAd7mSy3DXlb,,,,,,,2,,,"The only green things that I actively participate in are recycling and driving a low emissions car. I think that government regulations concerning the environment are absolutely necessary.  Regulations keep big corporations from dumping large amounts of harmful chemicals and waste wherever they please without a thought for the surrounding ecosystems.  We should take care of the planet we live on so that it can continue taking care of us.  Clean energy excites me more than recycling.  The idea and execution of solar panels, wind turbines and water mills is just incredible.  We get the energy to live from the environment, why didn?t we think about getting the energy to power our luxury devices from our environment sooner?  If every house and business had its own way to productively make use of the excess energy surrounding it, the world would be a much cleaner, happier place.  Imaging effective solar cars zipping around on the streets.  No more nasty exhaust, and no more need for gas stations on virtually every street corner.  I believe that taking care of the environment is important for the human races continued existence on our own planet.  After all, we only have one.  A planet placed in the exact distance from the sun necessary to our survival.  Ruining the planet now might not effect our lives, but it will certainly affect the lives of our children.",6,6,6,5,5,6,6,6,6,4,4,5,4,1,6,6,5,5,6,6,1,6,6,5,6,6,6,2,5,6,2,20,8,3,Catholic,2,2,CIS,3,3
845,1,10/3/14 13:39,R_2nJnaKJXlw286LH,,,,,,,2,"I feel that children have a right to be brought to term; therefore I don?t believe that abortion is a viable option. They did not make the choice to be created, and therefore should not be punished for a series of bad decisions. However, I do feel contraceptives such as the morning after pill are acceptable. I feel that when the fetus begins to form, it is considered alive, but the first five days that the morning after pill prevents are merely sperm and egg and not actually a life form. These stipulations can account for situations like rape. If the morning after pill is taken then the cells are removed and a baby cannot be conceived. While these are my opinions on abortion that does not mean that I would enforce those beliefs on someone else. I may not think that they have made the correct decision, but I would never think that someone should be imprisoned or punished for making their own decisions. There are also thousands of women who are not fortunate enough to bear a child. By simply removing a child when it could very well go to a family that is doing everything they can to have a family. While abortion sometimes feels like the only option, there often are better alternatives that can provide a healthy life for all of those involved. ",,,5,4,5,6,6,6,3,3,3,3,1,4,2,2,3,5,2,2,1,3,2,4,1,3,5,4,3,2,2,1,2,18,8,3,Christian,4,3,Early Childhood Education,4,6
3871,1,10/3/14 16:42,R_aboGS5Se7ZRxxGJ,,,,,,,2,,"I have no issues with restriction-free social contracts between 2 or more competent and consenting adult individuals. However, the current mentality of government issued marriage licenses has led to extreme inequalities in our society. Historically, marriages have always been a religious ceremony conducted by a religious leader in front of several witnesses, so I never understood why our ancestors allowed our secular government to become involved in the defining (a very narrow, restricted, and Christian definition) the only legally accepted social ""marriage"" contract. In addition to the current same-sex marriage discrimination, our government has used the marriage license restrictions to prevent inter-racial marriages in the past.    In my opinion, the best way to resolve this issue, and probably the only way to truly end marriage contract's discrimination, is to discontinue the issuing of more government licenses, and allow all competent and consenting adult individuals to create their own social contracts. Personally, I will never ask the government for permission to have a life partner, and I find it hard to understand why some many people still denigrate themselves by asking permission to do something that should already be their right to do.",,3,3,3,6,6,6,1,1,4,2,1,5,3,3,1,4,4,4,6,6,1,4,2,1,2,2,1,4,1,3,1,29,8,47,agnostic,5,3,Computer Science,8,10
2545,1,10/4/14 14:13,R_9yIjU3mXNso1qlf,,,,,,,2,,,"Environmentalism is somewhat important, but only in the sense that we do not pollute the world we live in. However, I feel that conservation is more important. The idea of conservation being that we must use the natural resources we have effectively, nothing is wasted and to ensure that future generations have what they need. So with this in mind anything environmentalism has to contribute to conservation would be good, such as recycling and clean energy. By developing clean energy through solar power, etc. then we can create a sustainable future for mankind. I think some people let emotion dictate their feelings about the environment rather than reason and logic. This can be dangerous because people will be biased and choose to ignore facts. This would only hurt the future of mankind. Governments should balance the rights of its citizens with the necessity of caring for the environment. I have heard ideas of making wild life refuges across entire US states and banning human habitation of those areas and forcing people to live in large cities. This is foolish and does more to hurt the environment than to help it. There is a real problem in countries such as China and India where the population is over 1 billion people. That is a tremendous amount of people living in a relatively small area. Environmentalism and conservation must be taken very seriously in these countries otherwise they will end up stripped of their natural resources and living in pollution for generations.",4,3,5,4,5,5,4,6,6,4,4,4,5,5,5,5,2,2,5,5,2,6,5,4,4,5,5,3,4,4,1,23,8,12,Christian Non Denominational,5,3,,6,9
815,1,10/5/14 12:28,R_8H6Unq7lYv5x7hz,,,,,,,2,,"Same sex marriage is a topic that I have mixed feelings over. I can see both sides of this argument and have had the opinion of each side at one point or another. Some people think that marriage should be traditional and kept between a man and a woman. Others think that as long as two people love each other, their is no issue why they should get married. This issue seems to be a hot button topic as more and more states legalize gay marriage. It seems to me that eventually states that are opposed to gay marriage will cave in because it is becoming commonly accepted. It's 2014 and I think people are starting to realize how much time and energy we are wasting by focusing on such a silly issue as to whether or not two people can get married or not. Personally, I don't care, gay marriage doesn't bother me at all. Even if it is illegal, people will still be in relationships regardless. I think we need to move on as a country because there are much greater issues we need to deal with like war, the economy, and climate change. Same sex marriage reminds me of the civil rights movement of the 1960's, we look back see how far we have come since then. I think in the future people will view this issue as a no brainer. So in my opinion, yes, same sex couples should be able to marry. ",,4,4,5,5,5,5,5,5,5,5,4,6,5,5,3,5,3,1,6,4,1,5,5,4,6,4,4,4,5,3,1,18,8,16,Chrisitian,3,2,Logistics and Supply Chain Management,3,6
1032,1,10/5/14 16:02,R_4Hi6d7H6cXC3L2B,,,,,,,2,,,"Although I feel that environmentalism is important and something people should work to improve, I cannot personally say that I am the best example. I know that for our environment and for future generations, we need to take care of the planet that we have and we should recylcle and leave the smallest effects possible. However, I know I am guilty of not making the best decisions when it comes to environmentalism and it is something that I need to work on. If we do not work to improve it, the condition of our planet will only get worse and in the future, the air quality, availability of resources, as well as the overall quality of life will decrease and we should not let that happen. If need be, I feel that the government should be able to regulate issues dealing with environmentalism because it is important and people may not realize it or may just not be concerned. In this day and age, people are so wasteful without even thinking of the effect they could be having in the world. We carelessly throw things away, burn things that are bad for the environment, use huge factories that emit harmful chemicals into the air, and so much more. Some people may not be aware of what they can do about it but really every little bit helps. Just by simply recylcing in your house, you can have a bigger impact than you realize. I think this is a very important issue that sometimes gets overlooked by people, even though it something we cannot ignore forever. ",5,6,5,6,5,4,5,4,4,4,3,4,4,3,5,5,6,5,4,4,2,5,5,4,6,3,4,3,3,6,2,18,8,0,Catholic,3,2,Undecided,5,6
5011,1,10/5/14 23:09,R_4GCDHuPFLC7a6TX,,,,,,,2,,,"My attitude towards environmentalism is I could care less. I don?t really recycle or anything like that.  I don?t keep up with how the ozone layer is. I honestly think it?s pointless. No matter how hard you try to keep the planet clean, there are always going to be people to mess it up again. There are always going to be at least one person that wants you to fail. I feel like the government should be more involved with it, but they are not really at all. So why should I be concerned if our government isn?t? Why waste your time on stuff like this when people are starving, homeless, sick with disease? There are far worse things to be concerned with. I would rather concern myself with feeding the homeless. I probably should start recycling and doing more stuff to help save the planet. We could take the cardboard boxes and give them to the homeless for them to use. I?m just whatever about this entire subject. So if you like to recycle and stuff like that, good for you, and if you don?t, then cool. To me it really doesn?t matter either way. I?m not going to dislike anyone for how they feel about it. It is one of those things that are just like, okay. In conclusion, I don?t think environmentalism is a big deal. ",3,3,3,3,3,4,2,2,4,5,4,4,6,2,4,4,5,4,3,4,3,3,2,4,5,5,5,1,3,3,2,18,8,0,non-denominational,5,3,fashion merchandising and design,4,6
8752,1,10/6/14 2:41,R_5hcqGkvVPaqyq1f,,,,,,,2,"I was raised by parents who were strong pro-life advocates. They encouraged and expected the same attitudes to be adopted by me. I went along with the whole pro-life mindset for quite a while, until a good friend of mine got pregnant at 18. Putting myself in her shoes, I could hardly imagine everything she would have to go through if she were to keep the baby. It would certainly take a huge toll on her young body, her social life, her relationships, her emotions, her future. Nothing could be the same. Although I believe that a human being is created at conception, it is the mother who will nurture and care for that child inside of her body for 9 months.  It is the mother who has to live with her decision if she births the child or aborts it.  Personally, I would be overcome with the guilt of killing a child before it even has the chance to live. My morals would direct me to the longer, more difficult path to travel. However, going through the process of having a baby when caught completely off guard in a bad situation to raise a child, could prove to be worse for the child's wellbeing. Ultimately, it is the mother who is providing this child with the gift of life, and it is her choice whether or not to take it away. ",,,6,4,6,6,6,6,2,4,3,2,2,2,4,4,4,5,4,3,3,4,3,3,6,2,4,6,5,3,4,4,2,18,8,6,Christian,6,3,undecided,4,5
871,1,10/6/14 12:17,R_1zYS6SMiHKmASOh,,,,,,,2,,"I feel like same-sex marriage is wrong, due to my personal religious beliefs. Also, there are many cons to same sex marriages, such as diseases, and population decline. I believe that people have free will, and therefore are entitled to their own opinions, however, i feel uncomfortable with gay marriages. It makes things uncomfortable for me as a woman to see a woman and another woman showing affection towards each other in the sense that a man and woman normally would. I also think it is not beneficial for the (adoptive) children in the homes where there is not a mother and father, but rather, two mothers or two fathers. These kids are subject to different types of ridicule than other children are. It also can cause confusion in the kid as to how a ""normal"" family runs. In my own family, my dad is the main authority. I think it would be hard if I had two moms, or two dads, because of the fact that there would not be a natural authority present. I believe there is a reason that men are men and women are women, and it is a natural way of life to be attracted to members of the opposite sex. If everyone married people of the same sex, eventually, there would not be any more population, because there would be no means of reproduction in our society. However, if things remain as they should, (man and woman) then the population can continue to flourish.    ",,5,5,5,5,5,3,5,5,5,5,1,4,6,5,6,6,3,6,2,3,1,5,4,5,6,6,5,5,6,6,2,18,8,9,Christian,1,2,Special Education,2,2
733,1,10/6/14 13:07,R_73enKYPSv4dZ34p,,,,,,,2,,,"There are many sources to derive energy from; however, not all of them are both environmentally and economically beneficial.  Wind energy, with its great abundance and clean supply, is environmentally beneficial.  In economic terms, not only will the initial investment in the energy source stimulate the economy, but it also will provide jobs in the manufacture, the construction, and the maintenance of the wind turbines.  With 15,000 times the energy consumption of the entire world produced in a one-year period, solar power has the ability to supply an unlimited amount of energy with no continuous environmental downsides.  Like wind power, solar power will stimulate the economy, and also will provide jobs in the manufacture, the construction, and the maintenance of solar panels.  With negative local ecological effects, artificial dams lack the environmental benefit to justify further research and development.  However, with the harvesting of energy from waves under current research and development, hydropower has great potential and should be monitored as a possible renewable energy source. Nuclear power lacks any beneficial qualities in general. Economically speaking, the carbon emissions created in the production of the plants vastly outnumbers the carbon emissions of fossil fuels, and the radioactive waves make the surrounding environment uninhabitable. Economically speaking, it costs more to produce than many of its counterparts; therefore, there is no justification in furthering any research and development. Similar to nuclear energy, geothermal energy lacks the justification to further any development of the source. When a geothermal cavity is successfully discovered, there is a high chance that toxic gases can leak at a slow release, thus damaging the ozone and causing health problems for its consumers. Economically speaking, it costs millions to drill for the hot pockets of earth with no guarantee that the drilling will lead to a success.  Altogether, there and many sources of renewable energy that are being promoted to take the place of burning fossil fuels; however after this research, it has been found that solar energy and wind energy hold the greatest potential to produce an unlimited, clean source of energy for the future.  The burning of fossil fuels needs to come to an end, or the whole earth may find itself consumed by smog.",3,3,5,3,3,3,4,5,6,6,4,5,4,4,4,4,4,1,5,4,1,4,5,5,5,5,4,2,2,5,1,18,8,36,Catholic,2,2,International Business,9,9
1104,1,10/6/14 13:34,R_8ogYnaI81JUYuPP,,,,,,,2,,,"Environmentalism is something that people are beginning to practice out of habit. This step forward is leaving us to a cleaner earth and environment. It is important to take care of our ecosystem because there is only one Earth and once it's ruined there's no promise that says we can change it back. Sort through your trash and recyclables. Use energy efficient light bulbs. Use recycled paper. We're cutting trees down faster than we can grow them. Environmentalism is shoved down our throats as the right thing to do but people aren't looking at the real life damage we are doing to our environment. Americans get angry when told what to do no matter how right or ethical it is. Perhaps the government needs a new strategy to encourage furthering our progress. Punish those who harm our planet. Reward those that do. Something needs to be done to give us a final push in the right direction. Planting trees should be an occupation.  I don?t know what needs to be done, but I do know we are on a downhill spiral and no one can save us but ourselves if we don?t straighten up. The Earth is the only planet we are aware of that can sustain human life and knowing that, we should be much kinder to it.",5,5,5,5,5,5,5,5,5,3,2,5,5,5,2,5,5,5,6,6,3,3,3,3,3,1,2,3,3,1,2,18,8,6,none,8,3,Undecided,3,3
932,1,10/6/14 13:35,R_8ihawY4YrLhfmyV,,,,,,,2,"I believe that abortion should not be a legal activity. I believe that abortion is killing an innocent life, and that is why I do not believe that it is a good solution to an unwanted pregnancy. If you are mature/old enough to be involved in sexual activity, then you are mature/old enough to deal with all possible consequences. Birth control exists for this very reason, and it is selfish to end a life because you do not like the consequences. I understand that it is unfortunate when you take all possible precautions and still end up pregnant, but sometimes unfortunate things happen that are out of our control. For example, you could be a safe driver who follows all traffic laws, but you could still end up getting in an accident even though you are careful. But that doesn't mean you can just avoid the concequences of the accident. As I stated previously, if someone believes they are mature enough to have sex, they are mature enough to deal with the consequences. Many will argue that in cases of rape, abortion should be allowed to not force the victim into having to raise her rapist's child. I do agree that it would be awful for a woman to have to raise her rapist's child, but still don't believe that abortion is the answer. It's still a child, no matter who the father is. If the mother does not want to raise the child, there are other options, like adoption. It would be very difficult to go the 9 months with the constant reminder of the rape, but bad stuff happens to good people all the time, that's just how life works. People have to live with constant reminders of bad events, and while it would be nice to have less reminders of it, killing a baby should not be an option.",,,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,4,5,5,4,4,4,5,4,4,5,4,4,6,5,4,2,18,8,36,Catholic,4,2,Elementary and Special Education,5,7
1273,1,10/6/14 16:50,R_2gGIlAJSTxzAQnP,,,,,,,2,"Although I believe everyone is free to do what they want and no one should control what others do especially when it comes to another human?s life. I personally believe abortion is wrong and should not be allowed unless there are serious reasons behind it. For example, in cases of rape and health related issues that will harm the health of the mother or result in babies born with severe health problems that will cause a lot of heart and pain to the ones around them. According to my religion Islam, abortion is unacceptable in any way. It goes against all what Islam stands on which is God and only God has the right to take the life of another human being. In the case of rape as well, the woman had no choice to the appalling act being done to her and would rather continue her life without a constant reminder of that awful incident. Creating a new life is always a blessing and should be a happy memory and should never be taken for granted. I also believe putting up the child up for adoption in the case a woman finds herself pregnant and not wanting it is a far better choice. It will at least give the child the chance of having a good life and give another family who possibly couldn?t have children the chance of experiencing this amazing gift from God. ",,,6,4,6,5,6,6,1,5,3,4,5,6,6,6,5,6,5,6,6,6,3,5,6,3,6,4,4,4,5,5,1,27,8,20,Islam,5,3,Business,2,2
861,1,10/6/14 22:31,R_01vScB2WpHGMts9,,,,,,,2,,,"My attitudes on environmentalism are very strong. Recycling is a very important thing, whether people realize it or not. Landfills all around the United States are being over filled and are often times completely toxic areas of land that could be used for much greater things than our garbage. A single person can make a large difference just by recycling plastic, glass, cardboard, metal and paper. Clean energy is also very important in today's society. With the amount of energy that people use on a daily average increasing it is essentially important that humans utilize clean energy. Coal and other types of fuel are not only bad for the environment but also for humans. Another thing that would tremendously help the environment is more strict governmental regulations. The government has the authority to issue different rules that will help not only our country, but our entire world. We are constantly putting the place that we call home in danger and ourselves and it can easily be either prevented or slowed down if everyone made a few subtle changes in their daily lives. My reasons for this stance is that I want to be able to grow up and live in the same beautiful world that I thought I was when I was a child, before I realized how much we trash our own environment and other animals environments. Humans take what we have for granted. ",5,5,5,6,4,6,4,4,3,3,3,5,4,3,1,4,6,1,2,3,3,2,4,1,5,2,6,1,2,2,2,18,8,0,none,8,1,Elementary Education,4,5
860,1,10/6/14 23:13,R_6Xd32MJvnNBqrlz,,,,,,,2,"I am pro-choice. I do not believe that it is up to me to decide what a woman should do with her body. As well, I don't think other people should be allowed to tell me what to do with my body. It is one hundred percent up to the person considering getting an abortion whether or not she can get one. I feel very strongly about this. My reason for this stance is because I believe it is the reasonable stance to take. It is horrifying and ridiculous to force a woman to carry and deliver a baby she has no desire to have, for whatever personal reason that may be. It is not up to me to decide her life for her. There are many legitimate reasons for a woman to have an abortion but people who are ""pro-life"" do not take any of this into consideration. There is a reason that it is called ""pro-choice"" and not ""pro-abortion"". I may not agree one hundred percent on abortions but the fact of the matter is that it is not up to me to decide that, it is up to the woman. If a woman was raped and she wants nothing to do with the baby growing inside of her, then it is her choice to get an abortion. To force that woman to endure nine months of pregnancy with a baby that reminds her every day of her rapist is cruel. I don't understand why people who call themselves pro-life are so quick to defend an unborn fetus but will not stand up and defend the women they are hurting. There are women who would die if they attempted to carry a baby to full term, and yet pro-lifers are trying to tell me that the unborn baby's life is more important than the woman? Who got to decide that? I won't buy any of that. Women have a right to their own bodies.",,,5,5,6,6,5,6,6,5,5,5,5,4,5,5,3,4,6,2,6,5,4,2,1,1,4,1,2,3,1,1,2,19,8,30,Agnostic,10,1,Journalism,5,7
998,1,10/7/14 0:26,R_bavEjod2TWQ6H8p,,,,,,,2,,"In my personal opinion, same-sex marriage is a topic that really shouldn't need debate in the United States; equality for all is in the constitution that our country is founded upon. Being a member of the LGBTQ community myself, I have lived the struggle first hand. Why do so many people oppose allowing same-sex couples happiness? Something about going against the norm just doesn't sit well with the older generations, but I believe that the most current generation is much more accepting. I just think that everyone deserves to be happy, and there shouldn't be laws that oppose happiness. In my opinion, if everyone did not make such a huge deal about this ""issue"", then it would've just slipped on through unnoticed and everyone would be much happier. However, there are many religions and political views that directly oppose same-sex couples and marriage, and religion and politics are basically what the world runs on. I am well aware that the Bible (in certain versions) goes against homosexuality ""If a man practices homosexuality, having sex with another man as with a woman, both men have committed a detestable act. They must both be put to death, for they are guilty of a capital offense."" - Leviticus 20:13 I also know, however that the bible also states that adults who get a divorce have committed adultery and deserve to be stoned to death, people seem to pay less attention to that verse, don't they? My brother has his masters in religious studies, and after many a talk with him, I have come to understand that it is supposed to be interpreted and adapted to suit modern day life. Times are changing, and from the advances many people are making, it is moving towards acceptance for all, something I very much hope to see in my lifetime.",,6,5,5,6,5,6,3,5,6,3,1,3,5,4,2,6,5,5,4,5,1,2,4,1,2,2,1,5,5,1,1,18,8,8,Somewhat christian,7,1,English Education,2,1
430,1,10/7/14 11:28,R_eED7u1fvq3IITid,,,,,,,2,,,,2,3,4,3,4,5,3,4,4,3,2,3,3,2,3,2,5,1,3,3,1,6,4,3,5,3,6,4,4,2,1,19,8,6,Protestant,3,2,Accounting,6,10
