Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1,Q7,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q10,Q11,Q12,Q13,Q14,Q15_1,Q16,Q17,Q18,Q19
849,1,4/10/14 17:44,R_3aeRW6FRlQH5JnD,,,,,,,2,"I agree with what pretty much everyone is going to say in that chemical weapons should never be used under any circumstance. When a country, like Syria, does use the chemical weapons, I feel like action needs to be taken. I would hope other countries would jump on the U.S. side and try to help them and not let the U.S. do it alone, but maybe some countries don't feel the need to put an end to chemical weaponry. What surprises me is the fact that scientist and military forces still take interest in the weaponry. Syria should have known that once they fired off the chemical weapon that some other nations would feel endangered and engage them. I guess Syria probably thought that the world had moved on from being bother by chemical weapons since nobody had used any in so long. I think the U.S. should have engaged in taking their chemical weapons instead of just invading to prove a point. If they do get in the country and don't eliminate the weaponry who's to say Syria wont just use the weapons against the invading U.S.. There are risks to both situations, ignoring it and taking action, but I believe taking action was the better of the two options since it lets Syria know that people do still care about chem weapon usage and Syria won't just be launching them all around since they got away with it one time.",9.252,242.4,391.837,5,7,4,3,4,4,4,5,1,3,4,3,1,5,5,1,1,5,4,2,6,4,2,4,5,4,6,1,5,1,1,2,1,19,5,1,Christian,7,Marketing Advertising and Promotion,6,8,1
1090,1,4/10/14 18:51,R_43pLzVeTW0z1jrT,,,,,,,2,"The use of chemical weapons is a heinous crime that  must be punished. Assad should not be allowed to get away with this and I would agree with US military intervention in Syria. Obama was right when he said the use of chemical weapons on his own people would be crossing a ""red line."" Although before we can get involved we need to figure out how and who will govern the country next. It is very important that we don't just hand the country over to someone just as evil or worse. ",10.23,287.485,289.61,5,7,5,5,5,4,3,4,4,4,4,4,4,4,5,5,4,4,4,1,3,4,1,5,4,5,6,3,6,5,4,3,1,19,1,1,United Curch of Christ,5,Undecided,3,2,1
356,1,4/11/14 15:43,R_0SrnOeAPJgFYpyB,,,,,,,2,"It was horrible, just horrible! I was so sad when I hear that in the News. People should be ashamed to use chemical weapons against children and pregnant women who have clearly nothing to do with the war.the United states did great and I completely agree with their approaches!",4.447,4.447,134.559,1,8,3,4,3,3,3,4,3,3,3,4,3,4,3,4,4,6,5,6,6,6,3,6,5,5,5,5,5,5,4,4,1,19,2,2,Muslim,9,Exercise and Movement Sciences,5,7,1
466,1,4/12/14 18:18,R_2f8cR6qA1S2infD,,,,,,,2,,2.903,6.279,2.204,3,8,5,4,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,5,4,6,3,3,3,5,5,5,4,5,2,22,4,4,Buddhism,8,English language and literature,4,3,1
436,1,4/13/14 13:16,R_4HppfdjB0DKouoJ,,,,,,,,"Honestly, sometimes I look at the world and I don't understand why the United States has to be the babysitter. Is there any logical reason why the United States is concerned as to why Syria used chemical weapons? Unless there's an underlying reason that shows that it could cause harm to the United States itself, why even bother caring? War happens every single day, death happens 24/7. The United States coming out and saying ""Wow this is bad"" isn't going to change anything. The world has a way of course correcting itself...if people want to fight, then people want to fight. Is it really our business? As long as we are a peaceful country, that's all that matters in my opinion. ",5.391,171.065,172.409,2,5,3,3,3,2,2,4,4,4,4,4,4,3,3,4,3,3,3,4,3,4,3,3,2,6,3,4,3,2,3,4,1,19,1,1,Atheist Viewpoint,4,Entrepreneurship,5,6,1
279,1,4/13/14 18:49,R_3VmDnfKb7gXZGXX,,,,,,,2,I think Obama handled the situation poorly and really made the US look very weak in comparison the Vladimir Putin's regime. We made Putin look very good while our president looked lost and confused. Syria was ethically not right in using chemical weapons on their own people and if I were those people I would want someone to help. I just believe the United states should not have been involved from the beginning. I also believe the united states sole duty should not be the world police.,3.701,180.548,181.046,2,4,5,5,5,5,5,5,5,5,5,5,3,3,3,5,4,5,4,3,5,4,4,3,5,4,5,4,4,3,5,4,1,20,1,2,None,2,Exercise Science,8,8,1
1045,1,4/13/14 20:21,R_2fbivBnAsWaItYV,,,,,,,2,"I think that Syria's use of chemical weapons is a terrible decision and I don't see how anyone can justify killing anyone with chemical weapons. It makes the Syrian leaders just as bad as Hitler or any other leader  in history who have innocent people killed. I do not think the Syrian leaders should go unpunished for their crimes against humanity, so I support the president's decision. I personally think the Syrian leader deserves to be hunted down and killed.",9.204,521.127,556.912,7,9,5,6,6,6,6,5,5,5,4,6,2,6,6,6,6,6,6,5,6,6,1,5,5,5,6,5,3,6,6,5,1,21,1,3,Christian,5,Biology Education,5,6,1
747,1,4/14/14 14:41,R_eKEhY55PHVprE33,,,,,,,2,"I'll have to agree with President George W. Bush, I am also ""not a fan"" of someone who uses chemical weapons against his on people. Overall, I think that the United States gave a fair reaction to Syria. ",24.955,212.217,217.617,4,9,5,4,5,5,4,5,4,5,5,5,4,6,6,5,5,4,5,3,5,3,1,6,5,4,3,4,4,4,4,4,1,23,1,4,Catholic,1,Finance,8,10,1
1041,1,4/14/14 15:49,R_5zG2BMbst6ynlch,,,,,,,2,"I believe that president Obama was right in saying the we do not support the use of chemical weapons. Chemical weapons are a horribly dirty weapon to use. The use of them on women and children is especially heartbreaking and I believe something will need to be done. I do agree however with former president Carter, that nothing should be done until we get the full UN report because we would not want to make a mistake if the initial media was wrong. Using chemical weapons crosses a line. No one can protect themselves from them and most times don't see it coming. Chemical weapons cause so much death and even if used in a war zone can affect civilians as well. With that being said, something needs to be done about Syria if the government is using chemical weapons against civilians.",6.338,62.837,392.562,3,7,6,6,6,6,6,6,2,6,6,6,2,6,4,4,4,5,4,6,5,6,4,5,3,3,5,6,6,3,3,5,2,18,1,1,christian,3,nursing,3,4,1
1435,1,4/14/14 16:10,R_aYmrYAiAD2QdlTT,,,,,,,2,"My reaction to this was very upsetting. It amazes me that the leader of a country could use such force against its own people even if there are major conflicts rising between two forces. I feel that Syria's President is guilty for the deaths of all the innocent people harmed by the chemical weapons. This did cross a red line I believe, and there should be consequences for those who used and ordered chemical warfare. On the other hand I believe that the United States is taking safe measures regarding this incident. I feel that the UN should investigate the whole situation before any allies or helping country's enter this problem. I do not think the United states should just jump into all of the worlds problems, but if innocent civilians are in danger then action is necessary. So in the end I agree with Former President Carter and President Obama on their reactions and believe we give other country's hope and justice. ",7.593,523.304,757.887,9,7,4,4,6,4,4,5,5,5,5,5,4,5,5,2,6,5,5,5,5,5,3,6,5,5,6,2,5,4,5,4,1,22,1,3,Christain,3,Criminology/ Criminal Justice,7,7,1
227,1,4/14/14 17:24,R_5gytBTjYPbmjovH,,,,,,,2,,0,0,9.497,0,5,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,6,4,4,4,4,4,4,4,4,3,3,3,2,19,1,1,none,5,undeclared,1,1,1
526,1,4/14/14 22:26,R_5my3alJtkOioDsN,,,,,,,2,"my first thought is, why did the untied states stay away from the war when we seem to get into everyone else's business and declare war on everyone else. If we knew they had chemical weapons why weren't we more worried about them potentially hurting us in some way and bombing us? i mean Obama is semi worried but he's really not doing anything but making speeches.  I get that the united states wants to blame their government but in my opinion once a chaotic war has broken out its going to take a little more than just a government official. I think its horrible that they are using their chemical weapons to gas innocent people especially woman and children. its really horrible. ",46.718,322.21,360.184,3,6,6,6,3,6,3,3,4,4,3,4,3,5,4,4,3,6,5,4,3,4,5,6,5,4,3,3,4,5,6,4,2,19,1,1,none ,5,Criminology ,1,3,1
622,1,4/16/14 8:23,R_b4nwLhbSVVJGRMx,,,,,,,2,It seems that Syria used chemical weapons on it's own people which horrible.  This sounds like it is not the first time that the Assad regime has committed crimes against it's own people.  I do like McCain's take that if we do strike against Syria then it needs to be with the sole purpose in removing the Assad regime.,8.354,8.354,187.513,1,7,3,3,4,5,5,5,2,3,2,3,2,3,5,2,2,5,4,3,2,3,1,5,4,4,5,5,6,2,3,3,1,40,1,3,christian,7,business,1,3,1
608,1,4/16/14 11:20,R_3jw77ELuCTiPabX,,,,,,,2,"Syria using chemical weapons against their own people seems completely absurd and wrong.  Although this is a horrid occurrence, I do not believe it is the United States' place to tell Syria how to run their own country.  We, as the United States, get involved in a lot of situations that do not pertain to us.  We think we can go and tell people how to run their country.  Looking from the United State's perspective, it is completely wrong and unjust for Syria to commit such a crime.  Although it is wrong we can start a lot of uprising against the United States and the last thing we need is another war.  I believe we need to sit this one out.",5.929,5.929,207.875,1,5,5,5,5,4,4,5,2,3,3,3,3,4,2,2,4,3,4,2,3,4,2,1,3,5,4,3,5,4,5,4,1,19,1,2,Christian,3,Cellular & Molecular Biology,4,5,2
761,1,4/16/14 11:24,R_8bIS4P38KlM9PbD,,,,,,,2,"this story was really a gut wrenching one. so many innocent civilians died! I never thought that something like this would happen in todays world. I never thought of humanity as a force that could possibly do something like this. it makes me really uncomfortable to have this new negative light shine on my view of the world. who knows how this could affect the ways I act in the world. Obama talking about ""norms"" was a little bit confusing to me because who decides these ""norms"" anyway? do we as Americans have the authority to decide what every one else should do? I am in no way saying that it was ok to murder all of those people. I, along with everyone else would have been a lot happier if this had not happened. ",0.932,260.111,317.334,6,6,6,6,6,6,6,6,4,4,4,4,3,5,5,4,6,6,6,6,6,6,5,4,5,5,5,2,4,4,3,6,2,19,1,1,roman catholic,6,psychology,1,3,1
1180,1,4/16/14 13:59,R_0NiWAa72N1MifyJ,,,,,,,2,"I definitely believe that Syria's use of chemical weapons was inappropriate. The way that the US responded is definitely controversial, but I believe the US made the right decision in who to blame.",7.28,7.28,94.729,1,5,5,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,2,2,3,3,3,4,4,4,4,3,4,1,20,1,2,Christian-Non Denominational,5,Chemistry,6,7,1
775,1,4/16/14 23:44,R_cUSHhqjctD9Wm7b,,,,,,,2,"In my opinion, Syria didn't have much of a choice. They couldn't find any other way to defend themselves. It is really hard to be peaceful when some people do not fully understand what terrorism is. Considering different situations all around the world non of the country is innocent. Secondly, i don't support the idea of chemical weapon at all but there are tons of people dying in Syria everyday and they can't even get buried in an appropriate way. Finally, I understand an opinion and worrying of the United States but it needs to help to minor city as Syria. ",1.548,282.291,286.547,9,7,5,4,6,6,6,6,4,2,3,4,6,6,5,5,4,5,6,6,6,6,6,6,4,5,6,1,5,6,5,5,2,18,7,1,I am Muslim.,8,Finance,1,6,2
471,1,4/17/14 10:26,R_8zUh8EEvTdRoPdj,,,,,,,2,"I hate that Syria is using chemical weapons and that they have that ability with the turmoil that is happening in that country. However, it is the 21st century and every country has the man power and the brains to make a chemical weapon, but not every country will use it. We are making them in an era that feels like they need this for their own protection. It is not America's job to step in every single time something goes wrong in another country or if they are doing something we don't like. We are just as guilty as anyone else of having chemical weapons, so why should Syria be punished at this point when they have done nothing wrong?",4.014,46.494,145.32,2,6,3,3,4,2,2,5,5,5,4,2,2,5,2,2,2,5,6,1,1,4,1,6,4,1,6,4,5,2,1,3,2,24,1,4,Baptist,2,Education,10,10,1
693,1,4/17/14 18:56,R_0PzetvuPYVKKCAl,,,,,,,2,I believe that he should not have been using those types of weapons by the white house. ,8.634,8.634,45.39,1,5,6,6,6,6,6,6,4,5,5,5,4,5,5,5,6,6,4,6,6,5,4,5,4,4,6,5,6,6,5,5,2,19,1,1,Catholic,2,Dance Performance,3,3,1
37417,0,4/17/14 21:18,R_6mVpDhMqfdm7ZZP,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1,4/17/14 22:14,R_1TBbTnLTCgAErnT,,,,,,,2,what happened in Syria is one of the most horrifying things I have ever heard of in my life. I cant believe that people would just murder innocent people like that! I hate seeing that people would behave so terribly. I know I am not the only one who feels this way. events like this promote a feeling of insecurity about safety which can impact the moral around the country and the world. Things like this make me see the world in a negative light which also makes me feel like I am viewing the world and the people in it in a different view. I don't like it at all. Chemical weapons are immoral and should not be used in any case no matter what. ,1.541,318.914,320.466,21,6,6,6,6,6,6,6,6,4,4,4,3,6,4,3,6,6,6,6,6,6,4,4,5,3,4,2,5,5,2,5,2,19,1,1,catholic,6,psychology,2,2,1
23864,1,4/19/14 17:52,R_a5KO52YalXE3G9n,,,,,,,2,"as i am in the military i see all political or social action, protest. riots, and civil wars as none of my business and none of the united states as well. i see civil unrest in the middle east as a nasty divorce at the neighbors. now am i personally going to run over and try and resolve their marriage and micro manage how everything works? no I will not and for good reason. In the end i will spend more time and resources with little to no gain. as for the United states reaction i will never understand what is going. ",2.642,223.243,659.726,7,1,1,3,1,1,1,6,1,1,1,5,1,3,4,1,1,5,1,1,1,3,1,3,1,1,3,3,6,1,1,1,1,20,1,1,na,5,biology,5,10,1
373,1,4/20/14 1:30,R_1MkPKZbYKItj1Jj,,,,,,,2,"My reaction is that i think we should have seen this coming. theres always someone who is going to try and develop better chemical weapons and do better things with them. I think that no matter what we should watch our backs because no matter what if there our ally or friend if they think that they have the upper hand they will turn on us and we will just be sitting here with our heads spinning. Our reaction could have been stronger than the speech, they need to know we are serious and just not throwing out threats. ",1.048,87.513,181.761,2,4,6,5,4,3,2,2,3,4,5,4,3,4,5,4,4,6,5,4,3,3,3,3,4,5,4,3,4,4,5,5,2,19,1,1,none,5,criminal justice,2,1,1
697,1,4/20/14 15:44,R_87A7Fqj5EvU8ZKZ,,,,,,,2,"I think that the United States' reaction was appropriate.  I do not believe that the U.S. should get involved with Syria.  Yes it is a tragedy, but I do not believe that it is our responsibility as a nation to stop these attacks.  If the U.S. becomes involved money will just be poured into that which is unnecessary.  It would be a waste of the tax payers dollars.  ",2.958,2.958,298.805,1,4,6,5,6,5,5,6,3,6,6,6,5,6,6,5,,5,6,5,5,5,2,3,2,3,5,5,4,5,5,3,2,20,1,,Christian,3,Social Work ,5,7,1
825,1,4/21/14 16:15,R_8xhPsvXdANKNm4J,,,,,,,2,"It reminds me of WWII when Hitler was experiencing with chemical weapons, and scaring the world of a mass destruction. I feel however, now a days, the U.S. reacts quickly to situations such as this, making the people oblivious to the fact that horrible things could be or actually are happening outside of our country that may lead to drastic changes in our everyday life. The U.S. feels the need to protect everyone and everything, so of course when Syria claims to be using chemical weapons, the U.S. is going to step in and say absolutely not, but then here's the thing. Syria isn't going to just simply obey. Now the U.S. will have to have to use force, our military, to stop this. This causes the overall reaction of sadness and anger in the American people, because it means endangering the lives of men and women who fight to keep us free.",8.109,8.109,422.797,1,7,5,5,4,3,4,4,4,3,5,2,2,5,2,2,3,2,5,1,2,6,5,6,5,6,6,4,4,5,4,3,2,19,1,1,Christian,6,Entertainment Management,4,4,1
566,1,4/21/14 16:19,R_cJgE0mwS6paan8V,,,,,,,2,Syria's use of chemical weapons on their own people is a very risky move because if the United States were to get involved then we would have most likely over thrown their government and their would have been even more blood shed.  On the other hand it was a cowardly move by Assad.  He has such disrespect for the people he rules over that he would slaughter them in such a barbaric way.  It is also a very touch political situation because many Americans would have been upset to hear that we were launching another strike when most military personnel had just recently returned from Iraq and Afghanistan.  ,24.692,24.692,183.703,1,6,5,3,3,4,3,4,5,3,4,3,3,3,4,4,2,2,3,2,5,4,2,5,3,1,6,5,4,4,2,4,1,19,1,2,Catholic,2,Finance,2,2,1
723,1,4/21/14 16:59,R_56cqwxfBh8WMhp3,,,,,,,2,"Syria, by using chemical weapons, has made a very bold action. They have broken international law, which will cause consequences for them. President Obama is right that we cannot accept a world where these horrific weapons can be freely used. Because Syria has crossed such a line, something needs to be done. If this action goes unpunished, there is nothing stopping future violations of the law.",6.159,233.789,248.069,3,8,5,6,6,6,6,5,3,3,3,5,3,6,6,6,6,5,3,2,4,6,1,4,3,4,6,6,5,6,6,4,1,19,1,1,Christian,3,Undeclared,4,7,1
500,1,4/21/14 20:05,R_9TYneEojEiSJKKx,,,,,,,2,"I think Syria's use of chemical weapons against it's own people is atrocious. I feel that the United States desire to take action against syria in not misplaced. I find it appalling that human beings are capable of such horrific acts, although completely stopping these people who want to hurt others does not seem possible to me. ",2.058,212.963,217.241,6,5,6,6,6,6,6,6,6,6,2,2,2,3,3,3,3,6,6,4,6,5,6,1,4,3,3,3,3,3,3,3,1,21,3,3,Christian,8,Biology,6,7,1
712,1,4/21/14 20:41,R_5AZ6knubHyHncBn,,,,,,,2,"Any time that weapons (no matter what kind) are affecting the lives of innocent people, it is morally wrong. The fact that thousands of innocent people are being killed in Syria is sickening. I feel that the more nations sit around and watch what is happening and not taking action, the more they are basically saying that it is okay. It is not right that people in Syria have to live scared, because they could die at any second.",11.188,11.188,199.012,1,8,4,3,4,4,4,5,4,5,5,5,3,6,5,3,5,3,5,2,4,5,2,5,4,2,6,6,5,4,4,5,1,19,1,1,Christian,3,Broadcast Journalism,6,8,2
1748,1,4/21/14 23:03,R_6QgHcoRYGu1aPg9,,,,,,,2,"I feel that it is inappropriate for a nation to harm its own citizens especially with something like chemical warfare. i feel that with the U.S.'s military strength, an intervention is necessary for the good of humanity however i understand that there are political interests in need of being examined. though the relationship between Iran and Syria is important to keep in mind, the tyranny of military injustice and instability within the Syrian region must be stopped. the US states that resolving this issue must fall on behalf of multiple nations. i think this is very appropriate since it would damage the image of the US if intervention was left solely to them. This is because in prior instances i believe the US has tried to install stability in middle eastern regions with an imperialistic ideology. ",1.954,387.701,389.753,21,7,6,6,6,6,6,6,4,4,3,3,3,6,5,2,1,6,6,3,6,5,2,4,4,4,4,6,1,2,1,1,1,18,1,1,agnostic  ,8,General Business ,6,10,1
759,1,4/22/14 10:02,R_07e1k49rZMaQ3yJ,,,,,,,2,"It wrong and inappropriate, however it's not really the US's business until we are asked to help or have been damaged ourselves. ",6.531,6.531,40.543,1,5,5,4,5,4,4,5,4,3,3,4,3,3,4,3,4,4,6,3,4,4,3,4,4,4,5,5,4,3,4,4,2,20,1,3,Christian,3,Animal Science,2,4,1
535,1,4/22/14 12:49,R_eDRW6jwfcUMs81T,,,,,,,2,,0,0,5.234,0,8,6,6,6,6,6,6,4,6,6,6,6,6,6,5,6,3,4,3,6,5,1,1,4,3,5,4,4,6,3,4,1,19,2,1,Christian,7,Technology Construction Management,2,2,1
442,1,4/22/14 13:42,R_7Pqpg1John5pSeh,,,,,,,2,I am unaware of this situation. I knew that there was a situation with Syria but I do not know exactly what happened. I do think most of Americas reactions to world issues is pretty relevant to what goes on.  ,2.074,184.06,233.131,6,7,5,5,3,5,5,4,6,5,4,4,5,4,5,5,4,3,4,4,5,4,4,5,5,4,5,4,5,4,4,6,2,19,1,1,christian,2,interior design,5,7,1
335,1,4/22/14 15:10,R_dcE7M0Lr00uV5mR,,,,,,,2,"I think that it is really hypocritical for America to get so defensive to this.  We have chemical weapons and nuclear bombs as well.  I mean, come on, we used a nuclear weapon that killed thousands of people too.  Many of them were innocent.  What is it to us if another country has weapons they can use for defense just like we do.  I guess we should do all we can to protect ourselves from them and to help other countries get protected from them, but it is not our right to take these weapons from them.  Its not fair.  ",4.22,4.22,138.558,1,5,4,4,3,3,2,3,2,4,3,2,3,4,2,5,6,5,5,2,5,3,3,4,4,5,1,5,4,3,4,3,2,19,1,2,christian,1,"criminology, pre-law",6,7,1
559,1,4/22/14 16:24,R_8w80wWEFbQJfbRr,,,,,,,2,"I can't say that I'm too surprised that Syrian authorities would turn to chemical weapons to achieve what they want. For many violence is a means to receiving what they want; I'm glad that the U.S. doesn't use it's weapons against it's people. It's sad for the Syrians who are dealing with their government attacking them and I want to help. I'm not really sure whether the U.S. said, in the article, that they were going to help or if they said that they wanted to, but didn't think it was appropriate to go in there. I think the U.S. should help the Syrian people out, governments shouldn't attack their people, but I also understand why they wouldn't go into another war after just coming out of one. It's a tough decision to make and the government has to do what's best for their people, while still keeping the needs of other's in mind. ",2.955,2.955,266.193,1,5,5,4,6,3,4,5,4,4,5,6,4,6,6,6,6,6,6,4,4,6,1,4,6,2,6,4,5,6,5,5,2,20,1,2,Christian,3,Cell and Molecular Biology ,4,7,1
585,1,4/22/14 17:48,R_aV4zUFg7jwOFFTD,,,,,,,2,"I believe that chemical warfare is alright as long as the US is the only country using it. If other countries employ it against the US in the near future I am going to be really pissed off. As for Syria, they can chemical weapons themselves out of commission for all I care.",14.62,162.235,186.366,4,7,4,3,4,4,5,3,6,2,6,1,4,3,6,2,3,6,3,1,4,4,2,6,2,1,4,6,3,4,1,1,1,19,1,1,Buddhist,5,Undecided,9,8,1
739,1,4/22/14 20:47,R_1RCGzqcXtRvA0lL,,,,,,,2,"I can't understand what would make people think it's okay to use chemical weapons against anyone, let alone their own people!  It's disturbing to know that people are being harmed in this way.  I believe these people need help, and I think we have enough forces to help.  I think someone needs to help them and since we have the means we should.  I think we've fought for lesser causes, and I don't see why we aren't helping in this situation.",27.902,27.902,279.486,1,7,6,6,6,6,6,6,4,6,6,5,4,6,6,6,5,6,5,5,5,5,5,5,5,5,5,2,4,5,4,6,2,18,1,1,Roman Catholic ,6,Undeclared ,2,2,2
389,1,4/22/14 21:23,R_3VMOMK55BYo2PvT,,,,,,,2,I feel like Obama gave them those weapons. Just  like he gave the muslim brotherhood over in Egypt tanks during their little rebellion. I just find it very hard to trust Obama nowadays.,9.846,9.846,133.533,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,5,2,4,4,4,6,6,5,3,3,3,1,19,1,1,,1,Accounting,5,8,1
715,1,4/23/14 0:26,R_3I5v9kJBymAYju5,,,,,,,2,"I completely agree with President Carter to wait for the United Nations to give its report and let them step in first. The United States always tries to get involved with affairs that have nothing to do with us. It puts our country in jeopardy when we try to get involved with countries who already dislike us. There is a line between getting involved and taking action towards another country. As a nation, we can not be pushed over because we have to keep our ground. It is important though to be careful about how to approach an issue like this. A hard decision must be made whether the United States should intervene or stay out of the Syrian crisis.",5.256,173.119,285.182,3,7,4,3,5,4,5,6,4,5,4,5,4,3,5,5,3,5,2,6,6,6,5,6,6,6,6,6,6,5,4,3,1,19,1,1,Catholic,5,Undeclared,4,6,1
1024,1,4/23/14 9:11,R_cOMvO8KBkob1tzv,,,,,,,2,"Syria has used chemical weapons. Worse, they have used chemical weapons on their own citizenry. What this says to me is that the Syrian government feels like it has, at best, a tenuous grip on power, and they feel the need to exercise what power they do have to reestablish themselves. The US response is wholly unsurprising given international treaties, and our own interventional tendency after World War II. The news article itself is a bit more interesting, as it is largely egocentric in regards to the US with its only token reaction from a non-US entity being the Pope, but I suppose that is to be expected as the majority of American readers would not recognize, nor care about the opinion of, most foreign officials.",3.942,264.084,508.864,2,6,4,4,5,4,4,5,1,4,1,3,2,5,3,2,1,5,3,6,4,3,4,5,4,2,4,1,5,2,2,3,1,27,1,4,Agnostic,7,Accounting,2,4,1
457,1,4/23/14 12:22,R_bvWI9BJVKe6KrHL,,,,,,,2,Chemical weapons use is not only a horrible and inhumane way of death but also it violates international war laws that Syria is required to abide by. The United States did not take action like they should've which could have been justified by law. How can the United States justify being in Vietnam and in the middle east if they don't treat other countries the same.,5.753,112.539,152.88,4,9,2,2,3,4,5,5,6,3,4,5,4,3,4,2,4,5,1,1,4,3,2,2,6,3,4,6,6,4,1,2,1,19,1,1,Evangelical Free,5,Criminal Justice,3,6,2
952,1,4/23/14 13:09,R_6PTbxANXNr7i77D,,,,,,,2,"I think this is incredibly important that the U.S take some stand to help protect our security interest as well as the security of the Syrian people.  I thought it was very interest a valid that Senator McCain explained that a strategic strategy should be taken in order to face the Syrian chemical attacks.  Addressing Syria's attacks on their own people with isolated military responses might compromise our own soldiers and might not fully solve the issue.  The issue isn't just with the use of chemical weapons on their own people, but the root of the issue lies with the Syrian leadership.  I am surprised that Syrian attacked their own people, but I hope that America takes the proper steps in solving this problem.",2.478,139.045,267.203,4,7,3,4,5,4,3,5,2,5,4,3,2,3,2,2,6,6,4,2,6,6,1,1,3,3,5,5,6,4,2,5,1,19,2,1,Christian,8,Accounting,5,7,1
727,1,4/23/14 17:53,R_8H5mOX22XlHTGTz,,,,,,,2,I don't agree with weapons in general because it does not help solve any problems and all they do is hurt people.  Chemical weapons are more dangerous because they can do more damage to the environment and can hurt the people in the area if used incorrectly.  They can cause long term damage along with problems in the atmosphere. ,4.627,4.627,144.373,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,4,4,6,3,5,4,4,4,2,19,1,1,none,9,Psychology,3,7,1
962,1,4/23/14 19:36,R_0VAqsF0aB0TEAhn,,,,,,,2,,1.415,15.317,22.598,3,7,5,4,5,4,4,5,2,4,4,3,2,5,5,4,4,2,5,5,4,4,3,4,4,5,4,5,4,4,4,5,1,19,1,1,Catholic,3,Undecided,5,5,1
1631,1,4/23/14 21:11,R_cTvHaUfnv5GkOEt,,,,,,,2,"I agree with president Obama that Syria should receive some type of consequence for their actions because if you let one person get away with something then that don't do nothing but complicate things. I don't think others are taking into consideration that a lot of lives were taken that day and many families were affected.  However, President Jerry made a good point that the U.S should at least wait until they get some better evidence to whats really going on.",8.81,1058.407,1060.867,16,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,4,4,2,5,5,4,5,4,4,4,4,1,21,2,2,none,2,engineer,3,7,2
379,1,4/23/14 21:32,R_82POswcMeSCxZhb,,,,,,,2,,8.501,8.501,11.038,1,7,4,5,5,4,5,5,4,5,5,4,4,5,5,4,5,5,6,1,5,5,3,5,5,3,5,3,4,2,2,4,1,18,1,1,christain,5,nursing,2,2,1
465,1,4/24/14 1:25,R_eKjw8gUdyhI4qhL,,,,,,,2,"I think that it is very sad that there are innocent Syrian people being put in danger by their their own government.  I think that Senator McCain's statements are interesting and very valid.  If we are to address the issues of Syria's use of chemical weapons we need to do more than stop the use of chemical weapons.  We must try to get the authorities out of power who are using weapons against their own people in the first place.  I am not one hundred percent convinced that we should get fully involved in this issue, but if innocent people are dying and we can help to stop the attacks then I believe we should do that.",1.639,1.639,200.74,1,7,2,3,4,4,3,6,5,6,5,4,2,3,2,3,6,5,2,2,6,6,1,1,2,3,6,5,6,3,3,5,1,19,2,1,Christian,8,Accounting,5,7,1
574,1,4/24/14 10:37,R_01Fiard5b6thOf3,,,,,,,2,I don't really know a lot about that. I know that the US was investigating about it. And they were trying to decide if the president broke the international agreement about chemical weapons.,1.165,48.145,281.132,6,9,6,6,6,5,6,5,6,4,5,5,6,4,6,6,6,6,5,5,6,4,1,6,6,5,6,5,1,5,5,1,1,19,3,1,Christianity ,7,International Business ,3,4,2
1181,1,4/24/14 20:13,R_6xLUduhb3oxKIQd,,,,,,,2,"I believe that if the controlling forces in syria want to use chemical weapons, or any other kind of weapon, they should be able to do so uninterrupted by other governments. Countries and governments should be forced to learn from their own mistakes and take responsibility for their own actions, and in this case any actions taken by syria should be allowed to go to fruition in order for syria to fall. the united states' government thinks it is so much better from all its neighbors in he world and it isnt, it cant be a world police force, and it shouldnt want or try to be, and other governments should stop letting it try to be. if a larger, more politically influential nation were doing something that the united states didnt like, the united states government would either ask them to stop or just turn a blind eye to it in the name of profit for the 1%. the united states would not be concerned with the use of chemical weapons in syria if there were not a profit to be made by being involved.",8.457,8.457,492.436,1,1,5,4,4,4,4,5,1,3,3,1,1,1,1,1,4,3,1,1,4,1,1,1,3,1,2,5,3,1,1,1,1,20,1,4,i am a pagan,8,religious studies,1,3,2
654,1,4/24/14 20:28,R_6sfcu02v6c5y45L,,,,,,,2,,0,0,5.074,0,5,3,4,3,4,3,4,3,4,3,4,3,3,3,4,4,3,4,2,3,4,3,2,3,4,3,2,3,3,4,3,1,19,2,1,christian ,5,Undicided,4,3,1
